"Total Bookings","Online Bookings","Avg Online Total Stay","Avg Offline Total Stay","Revenue Lift per Stay","Online Average Daily Rate","Offline Average Daily Rate","Average Daily Rate Difference","Current Total Revenue","Projected Revenue Lift","Growth %","Projected Total Revenue"
"2501","148","605.22","487.39","117.83","230.86","183.85","47.01","1236401.22","17438.29","1.41%","1253839.52"
